ID,Pred
2018_1104_1112,0.342778359
2018_1104_1113,0.362204412
2018_1104_1116,0.419332406
2018_1104_1120,0.367474416
2018_1104_1137,0.289346642
2018_1104_1138,0.450750549
2018_1104_1139,0.348305525
2018_1104_1153,0.342472641
2018_1104_1155,0.391581171
2018_1104_1158,0.525786765
2018_1104_1166,0.379565071
2018_1104_1168,0.579679193
2018_1104_1172,0.44067018
2018_1104_1181,0.359024617
2018_1104_1196,0.340327662
2018_1104_1199,0.312556956
2018_1104_1209,0.445125068
2018_1104_1211,0.267365665
2018_1104_1222,0.310839662
2018_1104_1233,0.613980802
2018_1104_1242,0.467564821
2018_1104_1243,0.392815179
2018_1104_1246,0.316079836
2018_1104_1252,0.49845375
2018_1104_1254,0.37767909
2018_1104_1260,0.464954671
2018_1104_1267,0.615168093
2018_1104_1274,0.39062376
2018_1104_1276,0.428557146
2018_1104_1277,0.356271364
2018_1104_1281,0.28766513
2018_1104_1285,0.359706053
2018_1104_1293,0.372389344
2018_1104_1300,0.721770086
2018_1104_1301,0.363495055
2018_1104_1305,0.411932306
2018_1104_1308,0.384745072
2018_1104_1314,0.560398301
2018_1104_1326,0.242407242
2018_1104_1328,0.412090162
2018_1104_1335,0.502134798
2018_1104_1344,0.471098827
2018_1104_1345,0.281328258
2018_1104_1347,0.575412619
2018_1104_1348,0.466654425
2018_1104_1355,0.505800091
2018_1104_1361,0.420350912
2018_1104_1371,0.379367209
2018_1104_1372,0.415588223
2018_1104_1382,0.492382733
2018_1104_1393,0.434924531
2018_1104_1395,0.489009745
2018_1104_1397,0.49878282
2018_1104_1400,0.258801166
2018_1104_1401,0.377836865
2018_1104_1403,0.238125721
2018_1104_1411,0.496059446
2018_1104_1417,0.424920085
2018_1104_1420,0.550890612
2018_1104_1422,0.396999563
2018_1104_1437,0.509725549
2018_1104_1438,0.47057027
2018_1104_1439,0.283392207
2018_1104_1452,0.341067766
2018_1104_1455,0.430055898
2018_1104_1460,0.51289877
2018_1104_1462,0.396650441
2018_1112_1113,0.326985595
2018_1112_1116,0.384113589
2018_1112_1120,0.332255599
2018_1112_1137,0.254127824
2018_1112_1138,0.415531732
